I9_DX,I9_DX_desc,CCI,body_system
80626,T7-T12 FX-CL/COM CRD LES,NonChronic,Injury and poisoning
80627,T7-T12 FX-CL/ANT CRD SYN,NonChronic,Injury and poisoning
80628,T7-T12 FX-CL/CEN CRD SYN,NonChronic,Injury and poisoning
80629,T7-T12 FX-CL/CRD INJ NEC,NonChronic,Injury and poisoning
80630,T1-T6 FX-OP/CORD INJ NOS,NonChronic,Injury and poisoning
80631,T1-T6 FX-OP/COM CORD LES,NonChronic,Injury and poisoning
80632,T1-T6 FX-OP/ANT CORD SYN,NonChronic,Injury and poisoning
80633,T1-T6 FX-OP/CEN CORD SYN,NonChronic,Injury and poisoning
80634,T1-T6 FX-OP/CORD INJ NEC,NonChronic,Injury and poisoning
80635,T7-T12 FX-OP/CRD INJ NOS,NonChronic,Injury and poisoning
80636,T7-T12 FX-OP/COM CRD LES,NonChronic,Injury and poisoning
80637,T7-T12 FX-OP/ANT CRD SYN,NonChronic,Injury and poisoning
80638,T7-T12 FX-OP/CEN CRD SYN,NonChronic,Injury and poisoning
80639,T7-T12 FX-OP/CRD INJ NEC,NonChronic,Injury and poisoning
8064,CL LUMBAR FX W CORD INJ,NonChronic,Injury and poisoning
8065,OPN LUMBAR FX W CORD INJ,NonChronic,Injury and poisoning
80660,FX SACRUM-CL/CRD INJ NOS,NonChronic,Injury and poisoning
80661,FX SACR-CL/CAUDA EQU LES,NonChronic,Injury and poisoning
80662,FX SACR-CL/CAUDA INJ NEC,NonChronic,Injury and poisoning
80669,FX SACRUM-CL/CRD INJ NEC,NonChronic,Injury and poisoning
80670,FX SACRUM-OP/CRD INJ NOS,NonChronic,Injury and poisoning
80671,FX SACR-OP/CAUDA EQU LES,NonChronic,Injury and poisoning
80672,FX SACR-OP/CAUDA INJ NEC,NonChronic,Injury and poisoning
80679,FX SACRUM-OP/CRD INJ NEC,NonChronic,Injury and poisoning
8068,VERT FX NOS-CL W CRD INJ,NonChronic,Injury and poisoning
8069,VERT FX NOS-OP W CRD INJ,NonChronic,Injury and poisoning
80700,FRACTURE RIB NOS-CLOSED,NonChronic,Injury and poisoning
80701,FRACTURE ONE RIB-CLOSED,NonChronic,Injury and poisoning
80702,FRACTURE TWO RIBS-CLOSED,NonChronic,Injury and poisoning
80703,FRACTURE THREE RIBS-CLOS,NonChronic,Injury and poisoning
80704,FRACTURE FOUR RIBS-CLOSE,NonChronic,Injury and poisoning
80705,FRACTURE FIVE RIBS-CLOSE,NonChronic,Injury and poisoning
80706,FRACTURE SIX RIBS-CLOSED,NonChronic,Injury and poisoning
80707,FRACTURE SEVEN RIBS-CLOS,NonChronic,Injury and poisoning
80708,FX EIGHT/MORE RIB-CLOSED,NonChronic,Injury and poisoning
80709,FX MULT RIBS NOS-CLOSED,NonChronic,Injury and poisoning
80710,FRACTURE RIB NOS-OPEN,NonChronic,Injury and poisoning
80711,FRACTURE ONE RIB-OPEN,NonChronic,Injury and poisoning
80712,FRACTURE TWO RIBS-OPEN,NonChronic,Injury and poisoning
80713,FRACTURE THREE RIBS-OPEN,NonChronic,Injury and poisoning
80714,FRACTURE FOUR RIBS-OPEN,NonChronic,Injury and poisoning
80715,FRACTURE FIVE RIBS-OPEN,NonChronic,Injury and poisoning
80716,FRACTURE SIX RIBS-OPEN,NonChronic,Injury and poisoning
80717,FRACTURE SEVEN RIBS-OPEN,NonChronic,Injury and poisoning
80718,FX EIGHT/MORE RIBS-OPEN,NonChronic,Injury and poisoning
80719,FX MULT RIBS NOS-OPEN,NonChronic,Injury and poisoning
8072,FRACTURE OF STERNUM-CLOS,NonChronic,Injury and poisoning
8073,FRACTURE OF STERNUM-OPEN,NonChronic,Injury and poisoning
8074,FLAIL CHEST,NonChronic,Injury and poisoning
8075,FX LARYNX/TRACHEA-CLOSED,NonChronic,Injury and poisoning
8076,FX LARYNX/TRACHEA-OPEN,NonChronic,Injury and poisoning
8080,FRACTURE ACETABULUM-CLOS,NonChronic,Injury and poisoning
8081,FRACTURE ACETABULUM-OPEN,NonChronic,Injury and poisoning
8082,FRACTURE OF PUBIS-CLOSED,NonChronic,Injury and poisoning
8083,FRACTURE OF PUBIS-OPEN,NonChronic,Injury and poisoning
80841,FRACTURE OF ILIUM-CLOSED,NonChronic,Injury and poisoning
80842,FRACTURE ISCHIUM-CLOSED,NonChronic,Injury and poisoning
80843,PELV FX-CLOS/PELV DISRUP,NonChronic,Injury and poisoning
80844,Pelv fx-cl w/o plv disrp (begin 2011),NonChronic,Injury and poisoning
80849,PELVIC FRACTURE NEC-CLOS,NonChronic,Injury and poisoning
80851,FRACTURE OF ILIUM-OPEN,NonChronic,Injury and poisoning
80852,FRACTURE OF ISCHIUM-OPEN,NonChronic,Injury and poisoning
80853,PELV FX-OPEN/PELV DISRUP,NonChronic,Injury and poisoning
80854,Pelv fx-opn w/o pelv dis (begin 2011),NonChronic,Injury and poisoning
80859,PELVIC FRACTURE NEC-OPEN,NonChronic,Injury and poisoning
8088,PELVIC FRACTURE NOS-CLOS,NonChronic,Injury and poisoning
8089,PELVIC FRACTURE NOS-OPEN,NonChronic,Injury and poisoning
8090,FRACTURE TRUNK BONE-CLOS,NonChronic,Injury and poisoning
8091,FRACTURE TRUNK BONE-OPEN,NonChronic,Injury and poisoning
81000,FX CLAVICLE NOS-CLOSED,NonChronic,Injury and poisoning
81001,FX CLAVICL STERN END-CL,NonChronic,Injury and poisoning
81002,FX CLAVICLE SHAFT-CLOSED,NonChronic,Injury and poisoning
81003,FX CLAVICL ACROM END-CL,NonChronic,Injury and poisoning
81010,FX CLAVICLE NOS-OPEN,NonChronic,Injury and poisoning
81011,FX CLAVIC STERN END-OPN,NonChronic,Injury and poisoning
81012,FX CLAVICLE SHAFT-OPEN,NonChronic,Injury and poisoning
81013,FX CLAVIC ACROM END-OPN,NonChronic,Injury and poisoning
81100,FX SCAPULA NOS-CLOSED,NonChronic,Injury and poisoning
81101,FX SCAPUL ACROM PROC-CL,NonChronic,Injury and poisoning
81102,FX SCAPUL CORAC PROC-CL,NonChronic,Injury and poisoning
81103,FX SCAP GLEN CAV/NCK-CL,NonChronic,Injury and poisoning
81109,FX SCAPULA NEC-CLOSED,NonChronic,Injury and poisoning
81110,FX SCAPULA NOS-OPEN,NonChronic,Injury and poisoning
81111,FX SCAPUL ACROM PROC-OP,NonChronic,Injury and poisoning
81112,FX SCAPUL CORAC PROC-OP,NonChronic,Injury and poisoning
81113,FX SCAP GLEN CAV/NCK-OP,NonChronic,Injury and poisoning
81119,FX SCAPULA NEC-OPEN,NonChronic,Injury and poisoning
81200,FX UP END HUMERUS NOS-CL,NonChronic,Injury and poisoning
81201,FX SURG NCK HUMERUS-CLOS,NonChronic,Injury and poisoning
81202,FX ANATOM NCK HUMERUS-CL,NonChronic,Injury and poisoning
81203,FX GR TUBEROS HUMERUS-CL,NonChronic,Injury and poisoning
81209,FX UPPER HUMERUS NEC-CL,NonChronic,Injury and poisoning
81210,FX UPPER HUMERUS NOS-OPN,NonChronic,Injury and poisoning
81211,FX SURG NECK HUMERUS-OPN,NonChronic,Injury and poisoning
81212,FX ANAT NECK HUMERUS-OPN,NonChronic,Injury and poisoning
81213,FX GR TUBEROS HUMER-OPEN,NonChronic,Injury and poisoning
81219,FX UPPER HUMERUS NEC-OPN,NonChronic,Injury and poisoning
81220,FX HUMERUS NOS-CLOSED,NonChronic,Injury and poisoning
81221,FX HUMERUS SHAFT-CLOSED,NonChronic,Injury and poisoning
81230,FX HUMERUS NOS-OPEN,NonChronic,Injury and poisoning
81231,FX HUMERUS SHAFT-OPEN,NonChronic,Injury and poisoning
81240,FX LOWER HUMERUS NOS-CL,NonChronic,Injury and poisoning
81241,SUPRCONDYL FX HUMERUS-CL,NonChronic,Injury and poisoning
81242,FX HUMER LAT CONDYL-CL,NonChronic,Injury and poisoning
81243,FX HUMER MED CONDYL-CL,NonChronic,Injury and poisoning
81244,FX HUMER CONDYL NOS-CL,NonChronic,Injury and poisoning
81249,FX LOWER HUMERUS NEC-CL,NonChronic,Injury and poisoning
81250,FX LOWER HUMER NOS-OPEN,NonChronic,Injury and poisoning
81251,SUPRACONDYL FX HUMER-OPN,NonChronic,Injury and poisoning
81252,FX HUMER LAT CONDYL-OPN,NonChronic,Injury and poisoning
81253,FX HUMER MED CONDYL-OPN,NonChronic,Injury and poisoning
81254,FX HUMER CONDYL NOS-OPN,NonChronic,Injury and poisoning
81259,FX LOWER HUMER NEC-OPEN,NonChronic,Injury and poisoning
81300,FX UPPER FOREARM NOS-CL,NonChronic,Injury and poisoning
81301,FX OLECRAN PROC ULNA-CL,NonChronic,Injury and poisoning
81302,FX CORONOID PROC ULNA-CL,NonChronic,Injury and poisoning
81303,MONTEGGIAS FX-CLOSED,NonChronic,Injury and poisoning
81304,FX UPPER ULNA NEC/NOS-CL,NonChronic,Injury and poisoning
81305,FX RADIUS HEAD-CLOSED,NonChronic,Injury and poisoning
81306,FX RADIUS NECK-CLOSED,NonChronic,Injury and poisoning
81307,FX UP RADIUS NEC/NOS-CL,NonChronic,Injury and poisoning
81308,FX UP RADIUS W ULNA-CLOS,NonChronic,Injury and poisoning
81310,FX UPPER FOREARM NOS-OPN,NonChronic,Injury and poisoning
81311,FX OLECRAN PROC ULNA-OPN,NonChronic,Injury and poisoning
81312,FX CORONOID PRO ULNA-OPN,NonChronic,Injury and poisoning
81313,MONTEGGIAS FX-OPEN,NonChronic,Injury and poisoning
81314,FX UP ULNA NEC/NOS-OPEN,NonChronic,Injury and poisoning
81315,FX RADIUS HEAD-OPEN,NonChronic,Injury and poisoning
81316,FX RADIUS NECK-OPEN,NonChronic,Injury and poisoning
81317,FX UP RADIUS NEC/NOS-OPN,NonChronic,Injury and poisoning
81318,FX UP RADIUS W ULNA-OPEN,NonChronic,Injury and poisoning
81320,FX SHAFT FOREARM NOS-CL,NonChronic,Injury and poisoning
81321,FX RADIUS SHAFT-CLOSED,NonChronic,Injury and poisoning
81322,FX ULNA SHAFT-CLOSED,NonChronic,Injury and poisoning
81323,FX SHAFT RAD W ULNA-CLOS,NonChronic,Injury and poisoning
81330,FX SHAFT FOREARM NOS-OPN,NonChronic,Injury and poisoning
81331,FX RADIUS SHAFT-OPEN,NonChronic,Injury and poisoning
81332,FX ULNA SHAFT-OPEN,NonChronic,Injury and poisoning
81333,FX SHAFT RAD W ULNA-OPEN,NonChronic,Injury and poisoning
81340,FX LOWER FOREARM NOS-CL,NonChronic,Injury and poisoning
81341,COLLES FRACTURE-CLOSED,NonChronic,Injury and poisoning
81342,FX DISTAL RADIUS NEC-CL,NonChronic,Injury and poisoning
81343,FX DISTAL ULNA-CLOSED,NonChronic,Injury and poisoning
81344,FX LOW RADIUS W ULNA-CL,NonChronic,Injury and poisoning
81345,TORUS FRACTURE OF RADIUS (Begin 2002),NonChronic,Injury and poisoning
81346,Torus fx ulna-closed (begin 2009),NonChronic,Injury and poisoning
81347,Torus fx radius/ulna-clo (begin 2009),NonChronic,Injury and poisoning
81350,FX LOWER FOREARM NOS-OPN,NonChronic,Injury and poisoning
81351,COLLES FRACTURE-OPEN,NonChronic,Injury and poisoning
81352,FX DISTAL RADIUS NEC-OPN,NonChronic,Injury and poisoning
81353,FX DISTAL ULNA-OPEN,NonChronic,Injury and poisoning
81354,FX LOW RADIUS W ULNA-OPN,NonChronic,Injury and poisoning
81380,FX FOREARM NOS-CLOSED,NonChronic,Injury and poisoning
81381,FX RADIUS NOS-CLOSED,NonChronic,Injury and poisoning
81382,FRACTURE ULNA NOS-CLOSED,NonChronic,Injury and poisoning
81383,FX RADIUS W ULNA NOS-CL,NonChronic,Injury and poisoning
81390,FX FOREARM NOS-OPEN,NonChronic,Injury and poisoning
81391,FRACTURE RADIUS NOS-OPEN,NonChronic,Injury and poisoning
81392,FRACTURE ULNA NOS-OPEN,NonChronic,Injury and poisoning
81393,FX RADIUS W ULNA NOS-OPN,NonChronic,Injury and poisoning
81400,FX CARPAL BONE NOS-CLOSE,NonChronic,Injury and poisoning
81401,FX NAVICULAR WRIST-CLOS,NonChronic,Injury and poisoning
81402,FX LUNATE WRIST-CLOSED,NonChronic,Injury and poisoning
81403,FX TRIQUETRAL WRIST-CL,NonChronic,Injury and poisoning
81404,FX PISIFORM-CLOSED,NonChronic,Injury and poisoning
81405,FX TRAPEZIUM BONE-CLOSED,NonChronic,Injury and poisoning
81406,FX TRAPEZOID BONE-CLOSED,NonChronic,Injury and poisoning
81407,FX CAPITATE BONE-CLOSED,NonChronic,Injury and poisoning
81408,FX HAMATE BONE-CLOSED,NonChronic,Injury and poisoning
81409,FX CARPAL BONE NEC-CLOSE,NonChronic,Injury and poisoning
81410,FX CARPAL BONE NOS-OPEN,NonChronic,Injury and poisoning
81411,FX NAVICULAR WRIST-OPEN,NonChronic,Injury and poisoning
81412,FX LUNATE WRIST-OPEN,NonChronic,Injury and poisoning
81413,FX TRIQUETRAL WRIST-OPN,NonChronic,Injury and poisoning
81414,FX PISIFORM-OPEN,NonChronic,Injury and poisoning
81415,FX TRAPEZIUM BONE-OPEN,NonChronic,Injury and poisoning
81416,FX TRAPEZOID BONE-OPEN,NonChronic,Injury and poisoning
81417,FX CAPITATE BONE-OPEN,NonChronic,Injury and poisoning
81418,FX HAMATE BONE-OPEN,NonChronic,Injury and poisoning
81419,FX CARPAL BONE NEC-OPEN,NonChronic,Injury and poisoning
81500,FX METACARPAL NOS-CLOSED,NonChronic,Injury and poisoning
81501,FX 1ST METACARP BASE-CL,NonChronic,Injury and poisoning
81502,FX METACARP BASE NEC-CL,NonChronic,Injury and poisoning
81503,FX METACARPAL SHAFT-CLOS,NonChronic,Injury and poisoning
81504,FX METACARPAL NECK-CLOSE,NonChronic,Injury and poisoning
81509,MULT FX METACARPUS-CLOSE,NonChronic,Injury and poisoning
81510,FX METACARPAL NOS-OPEN,NonChronic,Injury and poisoning
81511,FX 1ST METACARP BASE-OPN,NonChronic,Injury and poisoning
81512,FX METACARP BASE NEC-OPN,NonChronic,Injury and poisoning
81513,FX METACARPAL SHAFT-OPEN,NonChronic,Injury and poisoning
81514,FX METACARPAL NECK-OPEN,NonChronic,Injury and poisoning
81519,MULT FX METACARPUS-OPEN,NonChronic,Injury and poisoning
81600,FX PHALANX HAND NOS-CL,NonChronic,Injury and poisoning
81601,FX MID/PRX PHAL HAND-CL,NonChronic,Injury and poisoning
81602,FX DIST PHALANX HAND-CL,NonChronic,Injury and poisoning
81603,FX MULT PHALAN HAND-CL,NonChronic,Injury and poisoning
81610,FX PHALANX HAND NOS-OPN,NonChronic,Injury and poisoning
81611,FX MID/PRX PHAL HAND-OP,NonChronic,Injury and poisoning
81612,FX DISTAL PHAL HAND-OPN,NonChronic,Injury and poisoning
81613,FX MULT PHALAN HAND-OPN,NonChronic,Injury and poisoning
8170,MULTIPLE FX HAND-CLOSED,NonChronic,Injury and poisoning
8171,MULTIPLE FX HAND-OPEN,NonChronic,Injury and poisoning
8180,FX ARM MULT/NOS-CLOSED,NonChronic,Injury and poisoning
8181,FX ARM MULT/NOS-OPEN,NonChronic,Injury and poisoning
8190,FX ARMS W RIB/STERNUM-CL,NonChronic,Injury and poisoning
8191,FX ARMS W RIB/STERN-OPEN,NonChronic,Injury and poisoning
82000,FX FEMUR INTRCAPS NOS-CL,NonChronic,Injury and poisoning
82001,FX UP FEMUR EPIPHY-CLOS,NonChronic,Injury and poisoning
82002,FX FEMUR MIDCERVIC-CLOS,NonChronic,Injury and poisoning
82003,FX BASE FEMORAL NCK-CLOS,NonChronic,Injury and poisoning
82009,FX FEMUR INTRCAPS NEC-CL,NonChronic,Injury and poisoning
82010,FX FEMUR INTRCAP NOS-OPN,NonChronic,Injury and poisoning
82011,FX UP FEMUR EPIPHY-OPEN,NonChronic,Injury and poisoning
82012,FX FEMUR MIDCERVIC-OPEN,NonChronic,Injury and poisoning
82013,FX BASE FEMORAL NCK-OPEN,NonChronic,Injury and poisoning
82019,FX FEMUR INTRCAP NEC-OPN,NonChronic,Injury and poisoning
82020,TROCHANTERIC FX NOS-CLOS,NonChronic,Injury and poisoning
82021,INTERTROCHANTERIC FX-CL,NonChronic,Injury and poisoning
82022,SUBTROCHANTERIC FX-CLOSE,NonChronic,Injury and poisoning
82030,TROCHANTERIC FX NOS-OPEN,NonChronic,Injury and poisoning
82031,INTERTROCHANTERIC FX-OPN,NonChronic,Injury and poisoning
82032,SUBTROCHANTERIC FX-OPEN,NonChronic,Injury and poisoning
8208,FX NECK OF FEMUR NOS-CL,NonChronic,Injury and poisoning
8209,FX NECK OF FEMUR NOS-OPN,NonChronic,Injury and poisoning
82100,FX FEMUR NOS-CLOSED,NonChronic,Injury and poisoning
82101,FX FEMUR SHAFT-CLOSED,NonChronic,Injury and poisoning
82110,FX FEMUR NOS-OPEN,NonChronic,Injury and poisoning
82111,FX FEMUR SHAFT-OPEN,NonChronic,Injury and poisoning
82120,FX LOW END FEMUR NOS-CL,NonChronic,Injury and poisoning
82121,FX FEMORAL CONDYLE-CLOSE,NonChronic,Injury and poisoning
82122,FX LOW FEMUR EPIPHY-CLOS,NonChronic,Injury and poisoning
82123,SUPRACONDYL FX FEMUR-CL,NonChronic,Injury and poisoning
82129,FX LOW END FEMUR NEC-CL,NonChronic,Injury and poisoning
82130,FX LOW END FEMUR NOS-OPN,NonChronic,Injury and poisoning
82131,FX FEMORAL CONDYLE-OPEN,NonChronic,Injury and poisoning
82132,FX LOW FEMUR EPIPHY-OPEN,NonChronic,Injury and poisoning
82133,SUPRACONDYL FX FEMUR-OPN,NonChronic,Injury and poisoning
82139,FX LOW END FEMUR NEC-OPN,NonChronic,Injury and poisoning
8220,FRACTURE PATELLA-CLOSED,NonChronic,Injury and poisoning
8221,FRACTURE PATELLA-OPEN,NonChronic,Injury and poisoning
82300,FX UPPER END TIBIA-CLOSE,NonChronic,Injury and poisoning
82301,FX UPPER END FIBULA-CLOS,NonChronic,Injury and poisoning
82302,FX UP TIBIA W FIBULA-CL,NonChronic,Injury and poisoning
82310,FX UPPER END TIBIA-OPEN,NonChronic,Injury and poisoning
82311,FX UPPER END FIBULA-OPEN,NonChronic,Injury and poisoning
82312,FX UP TIBIA W FIBULA-OPN,NonChronic,Injury and poisoning
82320,FX SHAFT TIBIA-CLOSED,NonChronic,Injury and poisoning
82321,FX SHAFT FIBULA-CLOSED,NonChronic,Injury and poisoning
82322,FX SHAFT FIB W TIB-CLOS,NonChronic,Injury and poisoning
82330,FX TIBIA SHAFT-OPEN,NonChronic,Injury and poisoning
82331,FX FIBULA SHAFT-OPEN,NonChronic,Injury and poisoning
82332,FX SHAFT TIBIA W FIB-OPN,NonChronic,Injury and poisoning
82340,TORUS FRACTURE TIBIA ALONE (Begin 2002),NonChronic,Injury and poisoning
82341,TORUS FRACTURE FIBULA ALONE (Begin 2002),NonChronic,Injury and poisoning
82342,TORUS FRACTURE FIBULA WITH TIBIA (Begin 2002),NonChronic,Injury and poisoning
82380,FX TIBIA NOS-CLOSED,NonChronic,Injury and poisoning
82381,FX FIBULA NOS-CLOSED,NonChronic,Injury and poisoning
82382,FX TIBIA W FIBULA NOS-CL,NonChronic,Injury and poisoning
82390,FX TIBIA NOS-OPEN,NonChronic,Injury and poisoning
82391,FX FIBULA NOS-OPEN,NonChronic,Injury and poisoning
82392,FX TIBIA W FIB NOS-OPEN,NonChronic,Injury and poisoning
8240,FX MEDIAL MALLEOLUS-CLOS,NonChronic,Injury and poisoning
8241,FX MEDIAL MALLEOLUS-OPEN,NonChronic,Injury and poisoning
8242,FX LATERAL MALLEOLUS-CL,NonChronic,Injury and poisoning
8243,FX LATERAL MALLEOLUS-OPN,NonChronic,Injury and poisoning
8244,FX BIMALLEOLAR-CLOSED,NonChronic,Injury and poisoning
8245,FX BIMALLEOLAR-OPEN,NonChronic,Injury and poisoning
8246,FX TRIMALLEOLAR-CLOSED,NonChronic,Injury and poisoning
8247,FX TRIMALLEOLAR-OPEN,NonChronic,Injury and poisoning
8248,FX ANKLE NOS-CLOSED,NonChronic,Injury and poisoning
8249,FX ANKLE NOS-OPEN,NonChronic,Injury and poisoning
8250,FRACTURE CALCANEUS-CLOSE,NonChronic,Injury and poisoning
8251,FRACTURE CALCANEUS-OPEN,NonChronic,Injury and poisoning
82520,FX FOOT BONE NOS-CLOSED,NonChronic,Injury and poisoning
82521,FX ASTRAGALUS-CLOSED,NonChronic,Injury and poisoning
82522,FX NAVICULAR FOOT-CLOS,NonChronic,Injury and poisoning
82523,FX CUBOID-CLOSED,NonChronic,Injury and poisoning
82524,FX CUNEIFORM FOOT-CLOS,NonChronic,Injury and poisoning
82525,FX METATARSAL-CLOSED,NonChronic,Injury and poisoning
82529,FX FOOT BONE NEC-CLOSED,NonChronic,Injury and poisoning
82530,FX FOOT BONE NOS-OPEN,NonChronic,Injury and poisoning
82531,FX ASTRAGALUS-OPEN,NonChronic,Injury and poisoning
82532,FX NAVICULAR FOOT-OPEN,NonChronic,Injury and poisoning
82533,FX CUBOID-OPEN,NonChronic,Injury and poisoning
82534,FX CUNEIFORM FOOT-OPEN,NonChronic,Injury and poisoning
82535,FX METATARSAL-OPEN,NonChronic,Injury and poisoning
82539,FX FOOT BONE NEC-OPEN,NonChronic,Injury and poisoning
8260,FX PHALANX FOOT-CLOSED,NonChronic,Injury and poisoning
8261,FX PHALANX FOOT-OPEN,NonChronic,Injury and poisoning
8270,FX LOWER LIMB NEC-CLOSED,NonChronic,Injury and poisoning
8271,FX LOWER LIMB NEC-OPEN,NonChronic,Injury and poisoning
8280,FX LEGS W ARM/RIB-CLOSED,NonChronic,Injury and poisoning
8281,FX LEGS W ARM/RIB-OPEN,NonChronic,Injury and poisoning
8290,FRACTURE NOS-CLOSED,NonChronic,Injury and poisoning
8291,FRACTURE NOS-OPEN,NonChronic,Injury and poisoning
8300,DISLOCATION JAW-CLOSED,NonChronic,Injury and poisoning
8301,DISLOCATION JAW-OPEN,NonChronic,Injury and poisoning
83100,DISLOC SHOULDER NOS-CLOS,NonChronic,Injury and poisoning
83101,ANT DISLOC HUMERUS-CLOSE,NonChronic,Injury and poisoning
83102,POST DISLOC HUMERUS-CLOS,NonChronic,Injury and poisoning
83103,INFER DISLOC HUMERUS-CL,NonChronic,Injury and poisoning
83104,DISLOC ACROMIOCLAVIC-CL,NonChronic,Injury and poisoning
83109,DISLOC SHOULDER NEC-CLOS,NonChronic,Injury and poisoning
83110,DISLOC SHOULDER NOS-OPEN,NonChronic,Injury and poisoning
83111,ANT DISLOC HUMERUS-OPEN,NonChronic,Injury and poisoning
83112,POST DISLOC HUMERUS-OPEN,NonChronic,Injury and poisoning
83113,INFER DISLOC HUMERUS-OPN,NonChronic,Injury and poisoning
83114,DISLOC ACROMIOCLAVIC-OPN,NonChronic,Injury and poisoning
83119,DISLOC SHOULDER NEC-OPEN,NonChronic,Injury and poisoning
83200,DISLOCAT ELBOW NOS-CLOSE,NonChronic,Injury and poisoning
83201,ANT DISLOC ELBOW-CLOSED,NonChronic,Injury and poisoning
83202,POST DISLOC ELBOW-CLOSED,NonChronic,Injury and poisoning
83203,MED DISLOC ELBOW-CLOSED,NonChronic,Injury and poisoning
83204,LAT DISLOC ELBOW-CLOSED,NonChronic,Injury and poisoning
83209,DISLOCAT ELBOW NEC-CLOSE,NonChronic,Injury and poisoning
83210,DISLOCAT ELBOW NOS-OPEN,NonChronic,Injury and poisoning
83211,ANT DISLOC ELBOW-OPEN,NonChronic,Injury and poisoning
83212,POST DISLOC ELBOW-OPEN,NonChronic,Injury and poisoning
83213,MED DISLOC ELBOW-OPEN,NonChronic,Injury and poisoning
83214,LAT DISLOCAT ELBOW-OPEN,NonChronic,Injury and poisoning
83219,DISLOCAT ELBOW NEC-OPEN,NonChronic,Injury and poisoning
8322,Nursemaids elbow (begin 2009),NonChronic,Injury and poisoning
83300,DISLOC WRIST NOS-CLOSED,NonChronic,Injury and poisoning
83301,DISLOC DIST RADIOULN-CL,NonChronic,Injury and poisoning
83302,DISLOC RADIOCARPAL-CLOS,NonChronic,Injury and poisoning
83303,DISLOCA MIDCARPAL-CLOSED,NonChronic,Injury and poisoning
83304,DISLOC CARPOMETACARP-CL,NonChronic,Injury and poisoning
83305,DISLOC METACARPAL-CLOSED,NonChronic,Injury and poisoning
83309,DISLOC WRIST NEC-CLOSED,NonChronic,Injury and poisoning
83310,DISLOCAT WRIST NOS-OPEN,NonChronic,Injury and poisoning
83311,DISLOC DIST RADIOULN-OPN,NonChronic,Injury and poisoning
83312,DISLOC RADIOCARPAL-OPEN,NonChronic,Injury and poisoning
83313,DISLOCAT MIDCARPAL-OPEN,NonChronic,Injury and poisoning
83314,DISLOC CARPOMETACARP-OPN,NonChronic,Injury and poisoning
83315,DISLOCAT METACARPAL-OPEN,NonChronic,Injury and poisoning
83319,DISLOCAT WRIST NEC-OPEN,NonChronic,Injury and poisoning
83400,DISL FINGER NOS-CLOSED,NonChronic,Injury and poisoning
83401,DISLOC METACARPOPHALN-CL,NonChronic,Injury and poisoning
83402,DISL INTERPHALN HAND-CL,NonChronic,Injury and poisoning
83410,DISLOC FINGER NOS-OPEN,NonChronic,Injury and poisoning
83411,DISL METACARPOPHALAN-OPN,NonChronic,Injury and poisoning
83412,DISL INTERPHALN HAND-OPN,NonChronic,Injury and poisoning
83500,DISLOCAT HIP NOS-CLOSED,NonChronic,Injury and poisoning
83501,POSTERIOR DISLOC HIP-CL,NonChronic,Injury and poisoning
83502,OBTURATOR DISLOC HIP-CL,NonChronic,Injury and poisoning
83503,ANT DISLOC HIP NEC-CLOS,NonChronic,Injury and poisoning
83510,DISLOCATION HIP NOS-OPEN,NonChronic,Injury and poisoning
83511,POSTERIOR DISLOC HIP-OPN,NonChronic,Injury and poisoning
83512,OBTURATOR DISLOC HIP-OPN,NonChronic,Injury and poisoning
83513,ANT DISLOC HIP NEC-OPEN,NonChronic,Injury and poisoning
8360,TEAR MED MENISC KNEE-CUR,NonChronic,Injury and poisoning
8361,TEAR LAT MENISC KNEE-CUR,NonChronic,Injury and poisoning
8362,TEAR MENISCUS NEC-CURREN,NonChronic,Injury and poisoning
8363,DISLOCAT PATELLA-CLOSED,NonChronic,Injury and poisoning
8364,DISLOCATION PATELLA-OPEN,NonChronic,Injury and poisoning
83650,DISLOCAT KNEE NOS-CLOSED,NonChronic,Injury and poisoning
83651,ANT DISLOC PROX TIBIA-CL,NonChronic,Injury and poisoning
83652,POST DISL PROX TIBIA-CL,NonChronic,Injury and poisoning
83653,MED DISLOC PROX TIBIA-CL,NonChronic,Injury and poisoning
83654,LAT DISLOC PROX TIBIA-CL,NonChronic,Injury and poisoning
83659,DISLOCAT KNEE NEC-CLOSED,NonChronic,Injury and poisoning
83660,DISLOCAT KNEE NOS-OPEN,NonChronic,Injury and poisoning
83661,ANT DISL PROX TIBIA-OPEN,NonChronic,Injury and poisoning
83662,POST DISL PROX TIBIA-OPN,NonChronic,Injury and poisoning
83663,MED DISL PROX TIBIA-OPEN,NonChronic,Injury and poisoning
83664,LAT DISL PROX TIBIA-OPEN,NonChronic,Injury and poisoning
83669,DISLOCAT KNEE NEC-OPEN,NonChronic,Injury and poisoning
8370,DISLOCATION ANKLE-CLOSED,NonChronic,Injury and poisoning
8371,DISLOCATION ANKLE-OPEN,NonChronic,Injury and poisoning
83800,DISLOCAT FOOT NOS-CLOSED,NonChronic,Injury and poisoning
83801,DISLOC TARSAL NOS-CLOSED,NonChronic,Injury and poisoning
83802,DISLOC MIDTARSAL-CLOSED,NonChronic,Injury and poisoning
83803,DISLOC TARSOMETATARS-CL,NonChronic,Injury and poisoning
83804,DISLOC METATARSAL NOS-CL,NonChronic,Injury and poisoning
83805,DISL METATARSOPHALANG-CL,NonChronic,Injury and poisoning
