I9_PR,I9_PR_desc,proc_class
8382,MUSCLE OR FASCIA GRAFT,Major Therapeutic
8383,TENDON PULLEY RECONSTRUC,Major Therapeutic
8384,CLUBFOOT RELEASE NEC,Major Therapeutic
8385,MUSC/TEND LNG CHANGE NEC,Major Therapeutic
8386,QUADRICEPSPLASTY,Major Therapeutic
8387,OTHER PLASTIC OPS MUSCLE,Major Therapeutic
8388,OTHER PLASTIC OPS TENDON,Major Therapeutic
8389,OTHER PLASTIC OPS FASCIA,Major Therapeutic
8391,ADHESIOLYSIS MUS/TEN/FAS,Major Therapeutic
8392,INSERT SKEL MUSC STIMULA,Major Therapeutic
8393,REMOV SKEL MUSC STIMULAT,Major Therapeutic
8394,ASPIRATION OF BURSA,Minor Therapeutic
8395,SOFT TISSUE ASPIRAT NEC,Minor Therapeutic
8396,INJECTION INTO BURSA,Minor Therapeutic
8397,INJECTION INTO TENDON,Minor Therapeutic
8398,SOFT TISSUE INJECT NEC,Minor Therapeutic
8399,MUS/TEN/FAS/BUR OP NEC,Major Therapeutic
8400,UPPER LIMB AMPUTAT NOS,Major Therapeutic
8401,FINGER AMPUTATION,Major Therapeutic
8402,THUMB AMPUTATION,Major Therapeutic
8403,AMPUTATION THROUGH HAND,Major Therapeutic
8404,DISARTICULATION OF WRIST,Major Therapeutic
8405,AMPUTATION THRU FOREARM,Major Therapeutic
8406,DISARTICULATION OF ELBOW,Major Therapeutic
8407,AMPUTATION THRU HUMERUS,Major Therapeutic
8408,SHOULDER DISARTICULATION,Major Therapeutic
8409,FOREQUARTER AMPUTATION,Major Therapeutic
8410,LOWER LIMB AMPUTAT NOS,Major Therapeutic
8411,TOE AMPUTATION,Major Therapeutic
8412,AMPUTATION THROUGH FOOT,Major Therapeutic
8413,DISARTICULATION OF ANKLE,Major Therapeutic
8414,AMPUTAT THROUGH MALLEOLI,Major Therapeutic
8415,BELOW KNEE AMPUTAT NEC,Major Therapeutic
8416,DISARTICULATION OF KNEE,Major Therapeutic
8417,ABOVE KNEE AMPUTATION,Major Therapeutic
8418,DISARTICULATION OF HIP,Major Therapeutic
8419,HINDQUARTER AMPUTATION,Major Therapeutic
8421,THUMB REATTACHMENT,Major Therapeutic
8422,FINGER REATTACHMENT,Major Therapeutic
8423,FOREARM/WRIST/HAND REATT,Major Therapeutic
8424,UPPER ARM REATTACHMENT,Major Therapeutic
8425,TOE REATTACHMENT,Major Therapeutic
8426,FOOT REATTACHMENT,Major Therapeutic
8427,LOWER LEG/ANKLE REATTACH,Major Therapeutic
8428,THIGH REATTACHMENT,Major Therapeutic
8429,REATTACHMENT NEC,Major Therapeutic
843 ,AMPUTATION STUMP REVIS,Major Therapeutic
8440,IMPLNT/FIT PROS LIMB NOS,Major Therapeutic
8441,FIT UP ARM/SHOULD PROSTH,Minor Therapeutic
8442,FIT LO ARM/HAND PROSTHES,Minor Therapeutic
8443,FIT ARM PROSTHESIS NOS,Minor Therapeutic
8444,IMPLANT ARM PROSTHESIS,Major Therapeutic
8445,FIT ABOVE KNEE PROSTHES,Minor Therapeutic
8446,FIT BELOW KNEE PROSTHES,Minor Therapeutic
8447,FIT LEG PROSTHESIS NOS,Minor Therapeutic
8448,IMPLANT LEG PROSTHESIS,Major Therapeutic
8451,INSERT INTERBODY SPINAL FUSI (Begin 2002),Minor Therapeutic
8452,INSERT RECOMBINANT BONE MORP (Begin 2002),Minor Therapeutic
8453,IMP LIMB LENGTH KINETIC (Begin 2004),Minor Therapeutic
8454,IMPL OTHER LIMB LENGTH (Begin 2004),Minor Therapeutic
8455,INS BONE VOID FILLER (Begin 2004),Minor Therapeutic
8456,INSERTION CEMENT SPACER (Begin 2005),Minor Therapeutic
8457,REMOVAL OF CEMENT SPACER (Begin 2005),Minor Therapeutic
8458,IMP INTRSPINE DECOMP DEV (Begin 2005) (End 2007),Major Therapeutic
8459,INSERT OTHR SPIN DEVICE (Begin 2004),Major Therapeutic
8460,INSERT DISC PROS NOS (Begin 2004),Major Therapeutic
8461,INS PART DISC PROS CERV (Begin 2004),Major Therapeutic
8462,INS TOT DISC PROST CERV (Begin 2004),Major Therapeutic
8463,INS SPIN DISC PROS THOR (Begin 2004),Major Therapeutic
8464,INS PART DISC PROS LUMB (Begin 2004),Major Therapeutic
8465,INS TOTL DISC PROS LUMB (Begin 2004),Major Therapeutic
8466,REVISE DISC PROST CERV (Begin 2004),Major Therapeutic
8467,REVISE DISC PROST THORA (Begin 2004),Major Therapeutic
8468,REVISE DISC PROSTH LUMB (Begin 2004),Major Therapeutic
8469,REVISE DISC PROSTH NOS (Begin 2004),Major Therapeutic
8471,APP EXT FIX DEVMONOPLAN (Begin 2005),Minor Therapeutic
8472,APP EXT FIX DEVRING SYS (Begin 2005),Minor Therapeutic
8473,APP HYBRID EXT FIX DEV (Begin 2005),Minor Therapeutic
8480,INS/REPL INTERSPINE DEV (Begin 2007),Major Therapeutic
8481,REV INTERSPINE DEVICE (Begin 2007),Major Therapeutic
8482,INS/REPL PDCL STABIL DEV (Begin 2007),Major Therapeutic
8483,REV PEDCL DYN STABIL DEV (Begin 2007),Major Therapeutic
8484,INS/REPL FACET REPLC DEV (Begin 2007),Major Therapeutic
8485,REV FACET REPLACE DEVICE (Begin 2007),Major Therapeutic
8491,AMPUTATION NOS,Major Therapeutic
8492,SEPARAT EQUAL JOIN TWIN,Major Therapeutic
8493,SEPARAT UNEQUL JOIN TWIN,Major Therapeutic
8494,INS STRN FIX W RGD PLATE (Begin 2010),Major Therapeutic
8499,MUSCULOSKELETAL OP NEC,Major Therapeutic
850 ,MASTOTOMY,Minor Therapeutic
8511,CLOSED BREAST BX,Minor Diagnostic
8512,OPEN BREAST BX,Major Diagnostic
8519,BREAST DX PROCEDURE NEC,Minor Diagnostic
8520,BREAST TISSU DESTRUC NOS,Major Therapeutic
8521,LOCAL EXCIS BREAST LES,Major Therapeutic
8522,QUADRANT RESECT BREAST,Major Therapeutic
8523,SUBTOTAL MASTECTOMY,Major Therapeutic
8524,EXC ECTOPIC BREAST TISSU,Major Therapeutic
8525,EXCISION OF NIPPLE,Major Therapeutic
8531,UNILAT REDUCT MAMMOPLAST,Major Therapeutic
8532,BILAT REDUCT MAMMOPLASTY,Major Therapeutic
8533,UNIL SUBQ MAMMECTIMPLNT,Major Therapeutic
8534,UNILAT SUBQ MAMMECT NEC,Major Therapeutic
8535,BIL SUBQ MAMMECTIMPLANT,Major Therapeutic
8536,BILAT SUBQ MAMMECTOM NEC,Major Therapeutic
8541,UNILAT SIMPLE MASTECTOMY,Major Therapeutic
8542,BILAT SIMPLE MASTECTOMY,Major Therapeutic
8543,UNILAT EXTEN SIMP MASTEC,Major Therapeutic
8544,BILAT EXTEND SIMP MASTEC,Major Therapeutic
8545,UNILAT RADICAL MASTECTOM,Major Therapeutic
8546,BILAT RADICAL MASTECTOMY,Major Therapeutic
8547,UNIL EXT RAD MASTECTOMY,Major Therapeutic
8548,BIL EXTEN RAD MASTECTOMY,Major Therapeutic
8550,AUGMENT MAMMOPLASTY NOS,Major Therapeutic
8551,UNIL BREAST INJECAUGMEN,Minor Therapeutic
8552,BIL BREAST INJECAUGMENT,Minor Therapeutic
8553,UNILAT BREAST IMPLANT,Major Therapeutic
8554,BILATERAL BREAST IMPLANT,Major Therapeutic
8555,FAT GRAFT TO BREAST (Begin 2010),Major Therapeutic
856 ,MASTOPEXY,Major Therapeutic
857 ,TOTAL BREAST RECONSTRUCT (end 2008),Major Therapeutic
8570,TOTL RECONSTC BREAST NOS (begin 2008),Major Therapeutic
8571,LATISS DORSI MYOCUT FLAP (begin 2008),Major Therapeutic
8572,TRAM FLAP PEDICLED (begin 2008),Major Therapeutic
8573,TRAM FLAP FREE (begin 2008),Major Therapeutic
8574,DIEP FLAP FREE (begin 2008),Major Therapeutic
8575,SIEA FLAP FREE (begin 2008),Major Therapeutic
8576,GAP FLAP FREE (begin 2008),Major Therapeutic
8579,TOTL RECONST BREAST NEC (begin 2008),Major Therapeutic
8581,SUTURE BREAST LACERATION,Minor Therapeutic
8582,BREAST SPLITTHICK GRAFT,Major Therapeutic
8583,BREAST FULLTHICK GRAFT,Major Therapeutic
8584,BREAST PEDICLE GRAFT,Major Therapeutic
8585,BREAST MUSCLE FLAP GRAFT,Major Therapeutic
8586,TRANSPOSITION OF NIPPLE,Major Therapeutic
8587,NIPPLE REPAIR NEC,Major Therapeutic
8589,MAMMOPLASTY NEC,Major Therapeutic
8591,ASPIRATION OF BREAST,Minor Therapeutic
8592,BREAST INJECTION,Minor Therapeutic
8593,BREAST IMPLANT REVISION,Major Therapeutic
8594,BREAST IMPLANT REMOVAL,Major Therapeutic
8595,INS BRST TIS EXPAN (Begin 1987),Major Therapeutic
8596,REM BRST TIS EXPAN (Begin 1987),Major Therapeutic
8599,BREAST OPERATION NEC,Major Therapeutic
8601,ASPIRATION SKIN & SUBQ,Minor Therapeutic
8602,SKIN DEFECT TATTOOING,Minor Therapeutic
8603,INCISION PILONIDAL SINUS,Minor Therapeutic
8604,OTHER SKIN & SUBQ I & D,Minor Therapeutic
8605,SKIN INCIS & FB REMOVAL,Minor Therapeutic
8606,INSERT INFUSION PUMP (Begin 1987),Major Therapeutic
8607,INSERT VASC ACCESS DEV (Begin 1990),Minor Therapeutic
8609,SKIN & SUBQ INCISION NEC,Minor Therapeutic
8611,SKIN & SUBQ BIOPSY,Minor Diagnostic
8619,SKIN & SUBQ DX PROC NEC,Minor Diagnostic
8621,EXCISION OF PILONID CYST,Major Therapeutic
8622,WOUND DEBRIDEMENT(Begin 1980),Major Therapeutic
8623,NAIL REMOVAL,Minor Therapeutic
8624,SKIN CHEMOSURGERY,Minor Therapeutic
8625,DERMABRASION,Major Therapeutic
8626,LIGATION DERMAL APPENDAG,Minor Therapeutic
8627,DEBRIDEMENT OF NAIL (Begin 1986),Minor Therapeutic
8628,NONEXCIS DEBRIDEMENT WND(Begin 1988),Minor Therapeutic
863 ,OTHER LOCAL DESTRUC SKIN,Minor Therapeutic
864 ,RADICAL EXCIS SKIN LES,Major Therapeutic
8651,REPLANTATION OF SCALP,Minor Therapeutic
8659,SKIN SUTURE NEC,Minor Therapeutic
8660,FREE SKIN GRAFT NOS,Major Therapeutic
8661,FULLTHICK HAND SKIN GRF,Major Therapeutic
8662,HAND SKIN GRAFT NEC,Major Therapeutic
8663,FULLTHICK SKIN GRFT NEC,Major Therapeutic
8664,HAIR TRANSPLANT,Minor Therapeutic
8665,HETEROGRAFT TO SKIN,Major Therapeutic
8666,HOMOGRAFT TO SKIN,Major Therapeutic
8667,DERMAL REGENERATIVE GRAFT(Begin 1998),Major Therapeutic
8669,FREE SKIN GRAFT NEC,Major Therapeutic
8670,PEDICLE GRAFT/FLAP NOS,Major Therapeutic
8671,CUT & PREP PEDICLE GRAFT,Major Therapeutic
8672,PEDICLE GRAFT ADVANCEMEN,Major Therapeutic
8673,ATTACH PEDICLE TO HAND,Major Therapeutic
8674,ATTACH PEDICLE GRAFT NEC,Major Therapeutic
8675,REVISION OF PEDICLE GRFT,Major Therapeutic
8681,REPAIR FACIAL WEAKNESS,Major Therapeutic
8682,FACIAL RHYTIDECTOMY,Major Therapeutic
8683,SIZE REDUCT PLASTIC OP,Major Therapeutic
8684,RELAXATION OF SCAR,Major Therapeutic
8685,SYNDACTYLY CORRECTION,Major Therapeutic
8686,ONYCHOPLASTY,Major Therapeutic
8687,FAT GRFT SKIN/SUBQ TISS (Begin 2010),Major Therapeutic
8689,SKIN REPAIR & PLASTY NEC,Major Therapeutic
8690,EXT FAT FOR GRFT/BANKING (Begin 2010),Major Therapeutic
8691,SKIN EXCISION FOR GRAFT,Major Therapeutic
8692,EPILATION OF SKIN,Minor Therapeutic
8693,INSERT TISSUE EXPANDER (Begin 1987),Major Therapeutic
8694,INS/REPL SINGLE PUL GEN (Begin 2004),Major Therapeutic
8695,INS/REPL DUAL PULSE GEN (Begin 2004),Major Therapeutic
8696,INSERT/REPL OTH NEUROST (Begin 2004),Major Therapeutic
8697,INS/REP 1 PUL GENRECHRG (Begin 2005),Major Therapeutic
8698,INS/REP 2 PUL GENRECHRG (Begin 2005),Major Therapeutic
8699,SKIN & SUBQ OP NEC,Minor Therapeutic
8701,PNEUMOENCEPHALOGRAM,Minor Diagnostic
8702,BRAIN/SKULL CONTRST XRAY,Minor Diagnostic
8703,C.A.T. SCAN OF HEAD,Minor Diagnostic
8704,HEAD TOMOGRAPHY NEC,Minor Diagnostic
8705,CONTRAST DACRYOCYSTOGRAM,Minor Diagnostic
8706,NASOPHARY CONTRAST XRAY,Minor Diagnostic
8707,CONTRAST LARYNGOGRAM,Minor Diagnostic
8708,CERVICAL LYMPHANGIOGRAM,Minor Diagnostic
8709,HEAD SOFT TISS XRAY NEC,Minor Diagnostic
8711,FULLMOUTH XRAY,Minor Diagnostic
8712,DENTAL XRAY NEC,Minor Diagnostic
8713,TM CONTRAST ARTHROGRAM,Minor Diagnostic
8714,CONTRAST XRAY OF ORBIT,Minor Diagnostic
8715,CONTRAST XRAY OF SINUS,Minor Diagnostic
8716,FACIAL BONE XRAY NEC,Minor Diagnostic
8717,SKULL XRAY NEC,Minor Diagnostic
8721,CONTRAST MYELOGRAM,Minor Diagnostic
8722,CERVICAL SPINE XRAY NEC,Minor Diagnostic
8723,THORACIC SPINE XRAY NEC,Minor Diagnostic
8724,LUMBOSAC SPINE XRAY NEC,Minor Diagnostic
8729,SPINAL XRAY NEC,Minor Diagnostic
8731,ENDOTRACHEAL BRONCHOGRAM,Minor Diagnostic
8732,CONTRAST BRONCHOGRAM NEC,Minor Diagnostic
8733,MEDIASTINAL PNEUMOGRAM,Minor Diagnostic
8734,INTRATHOR LYMPHANGIOGRAM,Minor Diagnostic
8735,CONTR MAMMARY DUCTOGRAM,Minor Diagnostic
8736,BREAST XEROGRAPHY,Minor Diagnostic
8737,MAMMOGRAPHY NEC,Minor Diagnostic
8738,CHEST WALL SINOGRAM,Minor Diagnostic
8739,THORAX SFT TISS XRAY NEC,Minor Diagnostic
8741,C.A.T. SCAN OF THORAX,Minor Diagnostic
8742,THORACIC TOMOGRAPHY NEC,Minor Diagnostic
8743,RIB/STERNUM/CLAVIC XRAY,Minor Diagnostic
8744,ROUTINE CHEST XRAY,Minor Diagnostic
8749,CHEST XRAY NEC,Minor Diagnostic
8751,PERC HEPAT CHOLANGIOGRAM,Minor Diagnostic
8752,INTRAVEN CHOLANGIOGRAM,Minor Diagnostic
8753,INTRAOPER CHOLANGIOGRAM,Major Diagnostic
8754,CHOLANGIOGRAM NEC,Minor Diagnostic
8759,BILIARY TRACT XRAY NEC,Minor Diagnostic
8761,BARIUM SWALLOW,Minor Diagnostic
8762,UPPER GI SERIES,Minor Diagnostic
8763,SMALL BOWEL SERIES,Minor Diagnostic
8764,LOWER GI SERIES,Minor Diagnostic
8765,INTESTINAL XRAY NEC,Minor Diagnostic
8766,CONTRAST PANCREATOGRAM,Minor Diagnostic
8769,DIGESTIVE TRACT XRAY NEC,Minor Diagnostic
8771,C.A.T. SCAN OF KIDNEY,Minor Diagnostic
8772,NEPHROTOMOGRAM NEC,Minor Diagnostic
8773,INTRAVENOUS PYELOGRAM,Minor Diagnostic
8774,RETROGRADE PYELOGRAM,Minor Diagnostic
8775,PERCUTANEOUS PYELOGRAM,Minor Diagnostic
8776,RETROGR CYSTOURETHROGRAM,Minor Diagnostic
8777,CYSTOGRAM NEC,Minor Diagnostic
8778,ILEAL CONDUITOGRAM,Minor Diagnostic
8779,URINARY SYSTEM XRAY NEC,Minor Diagnostic
8781,XRAY OF GRAVID UTERUS,Minor Diagnostic
8782,GAS HYSTEROSALPINGOGRAM,Minor Diagnostic
8783,DYE HYSTEROSALPINGOGRAM,Minor Diagnostic
8784,PERCUTANEOUS HYSTEROGRAM,Minor Diagnostic
8785,TUBE & UTERUS XRAY NEC,Minor Diagnostic
8789,FEMALE GENITAL XRAY NEC,Minor Diagnostic
8791,CONTR SEMIN VESICULOGRAM,Minor Diagnostic
8792,PROSTAT/SEM VES XRAY NEC,Minor Diagnostic
8793,CONTRAST EPIDIDYMOGRAM,Minor Diagnostic
8794,CONTRAST VASOGRAM,Minor Diagnostic
8795,EPIDIDYMIS/VAS XRAY NEC,Minor Diagnostic
8799,MALE GENITAL XRAY NEC,Minor Diagnostic
8801,C.A.T. SCAN OF ABDOMEN,Minor Diagnostic
8802,ABDOMINAL TOMOGRAPHY NEC,Minor Diagnostic
8803,ABDOMINAL WALL SINOGRAM,Minor Diagnostic
8804,ABDOMINAL LYMPHANGIOGRAM,Minor Diagnostic
8809,ABDOMINAL WALL XRAY NEC,Minor Diagnostic
8811,PELVIC DYE CONTRAST XRAY,Minor Diagnostic
8812,PELVIC GAS CONTRAST XRAY,Minor Diagnostic
8813,PERITON PNEUMOGRAM NEC,Minor Diagnostic
8814,RETROPERITON FISTULOGRAM,Minor Diagnostic
8815,RETROPERITON PNEUMOGRAM,Minor Diagnostic
8816,RETROPERITONEAL XRAY NEC,Minor Diagnostic
8819,ABDOMINAL XRAY NEC,Minor Diagnostic
8821,SKL XRAYSHOULDER/UP ARM,Minor Diagnostic
8822,SKEL XRAYELBOW/FOREARM,Minor Diagnostic
8823,SKEL XRAYWRIST & HAND,Minor Diagnostic
8824,SKEL XRAYUPPER LIMB NOS,Minor Diagnostic
8825,PELVIMETRY,Minor Diagnostic
8826,SKEL XRAYPELVIS/HIP NEC,Minor Diagnostic
8827,SKEL XRAYTHIGH/KNEE/LEG,Minor Diagnostic
8828,SKEL XRAYANKLE & FOOT,Minor Diagnostic
8829,SKEL XRAYLOWER LIMB NOS,Minor Diagnostic
8831,SKELETAL SERIES XRAY,Minor Diagnostic
8832,CONTRAST ARTHROGRAM,Minor Diagnostic
8833,OTHER SKELETAL XRAY,Minor Diagnostic
8834,UPPER LIMB LYMPHANGIOGRM,Minor Diagnostic
8835,UP LIMB SFT TIS XRAY NEC,Minor Diagnostic
8836,LOWER LIMB LYMPHANGIOGRM,Minor Diagnostic
8837,LO LIMB SFT TIS XRAY NEC,Minor Diagnostic
8838,OTHER C.A.T. SCAN,Minor Diagnostic
8839,XRAY NEC & NOS,Minor Diagnostic
8840,CONTRAST ARTERIOGRAM NOS,Minor Diagnostic
8841,CONTR CEREBR ARTERIOGRAM,Minor Diagnostic
8842,CONTRAST AORTOGRAM,Minor Diagnostic
8843,CONTR PULMON ARTERIOGRAM,Minor Diagnostic
8844,CONTR THOR ARTERIOGR NEC,Minor Diagnostic
8845,CONTRAST RENAL ARTERIOGR,Minor Diagnostic
8846,CONTRAST PLACENTOGRAM,Minor Diagnostic
8847,CONTR ABD ARTERIOGRM NEC,Minor Diagnostic
8848,CONTRAST ARTERIOGRAMLEG,Minor Diagnostic
8849,CONTRAST ARTERIOGRAM NEC,Minor Diagnostic
8850,ANGIOCARDIOGRAPHY NOS,Minor Diagnostic
8851,VENA CAV ANGIOCARDIOGRAM,Minor Diagnostic
8852,RT HEART ANGIOCARDIOGRAM,Minor Diagnostic
8853,LT HEART ANGIOCARDIOGRAM,Minor Diagnostic
8854,RT & LT HEART ANGIOCARD,Minor Diagnostic
8855,CORONAR ARTERIOGR1 CATH,Minor Diagnostic
8856,CORONAR ARTERIOGR2 CATH,Minor Diagnostic
8857,CORONARY ARTERIOGRAM NEC,Minor Diagnostic
8858,NEGATVECONTR CARDIOGRAM,Minor Diagnostic
8859,INTRA-OP FLUOR VASC ANGI (Begin 2007),Minor Diagnostic
8860,CONTRAST PHLEBOGRAM NOS,Minor Diagnostic
8861,CONTR PHLEBOGRAMHD/NECK,Minor Diagnostic
8862,CONTR PHLEBOGRAMPULMON,Minor Diagnostic
8863,THORAC CONTR PHLEBOG NEC,Minor Diagnostic
8864,PORTAL CONTR PHLEBOGRAM,Minor Diagnostic
8865,ABD CONTR PHLEBOGRAM NEC,Minor Diagnostic
8866,CONTRAST PHLEBOGRAMLEG,Minor Diagnostic
8867,CONTRAST PHLEBOGRAM NEC,Minor Diagnostic
8868,IMPEDANCE PHLEBOGRAM,Minor Diagnostic
8871,DX ULTRASOUNDHEAD/NECK,Minor Diagnostic
8872,DX ULTRASOUNDHEART,Minor Diagnostic
8873,DX ULTRASOUNDTHORAX NEC,Minor Diagnostic
8874,DX ULTRASOUNDDIGESTIVE,Minor Diagnostic
8875,DX ULTRASOUNDURINARY,Minor Diagnostic
8876,DX ULTRASOUNDABDOMEN,Minor Diagnostic
8877,DX ULTRASOUNDVASCULAR,Minor Diagnostic
8878,DX ULTRASOUNDGRAV UTER,Minor Diagnostic
8879,DX ULTRASOUND NEC,Minor Diagnostic
8881,CEREBRAL THERMOGRAPHY,Minor Diagnostic
8882,OCULAR THERMOGRAPHY,Minor Diagnostic
8883,BONE THERMOGRAPHY,Minor Diagnostic
8884,MUSCLE THERMOGRAPHY,Minor Diagnostic
8885,BREAST THERMOGRAPHY,Minor Diagnostic
8886,BLOOD VESSEL THERMOGRAPH,Minor Diagnostic
8889,THERMOGRAPHY NEC,Minor Diagnostic
8890,DIAGNOSTIC IMAGING NOS (Begin 1986),Minor Diagnostic
8891,MRI OF BRAIN & BRAINSTEM (Begin 1986),Minor Diagnostic
8892,MRI CHEST & HEART (Begin 1986),Minor Diagnostic
8893,MRI SPINAL CANAL (Begin 1986),Minor Diagnostic
8894,MRI MUSCULOSKELETAL (Begin 1986),Minor Diagnostic
8895,MRI PELVISPROSTATEBLAD (Begin 1986),Minor Diagnostic
8896,OTH INTRAOPERTVE MAGNC RESON (Begin 2002),Minor Diagnostic
8897,MAGNETIC RES IMAGE UNSP (Begin 1989),Minor Diagnostic
8898,BONE MINERAL DENSITY (Begin 1989),Minor Diagnostic
8899,MRI OTH UNSPEC (Begin 1986 End 1989),Minor Diagnostic
8901,BRIEF INTERVIEW & EVALUA,Minor Diagnostic
8902,LIMITED INTERVIEW/EVALUA,Minor Diagnostic
8903,COMPREHEN INTERVIEW/EVAL,Minor Diagnostic
8904,INTERVIEW & EVALUAT NEC,Minor Diagnostic
8905,INTERVIEW & EVALUAT NOS,Minor Diagnostic
8906,LIMITED CONSULTATION,Minor Diagnostic
8907,COMPREHENSIVE CONSULTAT,Minor Diagnostic
8908,CONSULTATION NEC,Minor Diagnostic
8909,CONSULTATION NOS,Minor Diagnostic
8910,INTRACAROT AMOBARB TEST (Begin 1989),Minor Diagnostic
8911,TONOMETRY,Minor Diagnostic
8912,NASAL FUNCTION STUDY,Minor Diagnostic
8913,NEUROLOGIC EXAMINATION,Minor Diagnostic
8914,ELECTROENCEPHALOGRAM,Minor Diagnostic
8915,NEUROLOGIC FUNC TEST NEC,Minor Diagnostic
8916,SKULL TRANSILLUMINAT,Minor Diagnostic
8917,POLYSOMNOGRAM (Begin 1988),Minor Diagnostic
8918,OTH SLEEP DIS FUNCT TEST (Begin 1988),Minor Diagnostic
8919,VIDEO/RADIO EEG MONITOR (Begin 1989),Minor Diagnostic
8921,URINARY MANOMETRY,Minor Diagnostic
8922,CYSTOMETROGRAM,Minor Diagnostic
8923,URETHRAL SPHINCTER EMG,Minor Diagnostic
8924,UROFLOWMETRY,Minor Diagnostic
8925,URETHRAL PRESSURE PROFIL,Minor Diagnostic
8926,GYNECOLOGIC EXAMINATION,Minor Diagnostic
8929,OTHER GU SYSTEM EXAMS,Minor Diagnostic
8931,DENTAL EXAMINATION,Minor Diagnostic
8932,ESOPHAGEAL MANOMETRY,Minor Diagnostic
8933,DIGITAL ENTEROSTOMY EXAM,Minor Diagnostic
8934,DIGITAL RECTAL EXAM,Minor Diagnostic
8935,NASAL SINUS TRANSILLUMIN,Minor Diagnostic
8936,MANUAL EXAM OF BREAST,Minor Diagnostic
8937,VITAL CAPACITY DETERMIN,Minor Diagnostic
8938,RESPIRATORY MEASURE NEC,Minor Diagnostic
8939,NONOPERATIVE EXAMS NEC,Minor Diagnostic
8941,TREADMILL STRESS TEST,Minor Diagnostic
8942,MASTERS,Minor Diagnostic
8943,BICYCLE ERGOMETER TEST,Minor Diagnostic
8944,CARDIAC STRESS TEST NEC,Minor Diagnostic
8945,PACEMAKER RATE CHECK,Minor Diagnostic
8946,PACEMAKER WAVE FORM CHCK,Minor Diagnostic
8947,PACEMAKER IMPEDANCE CHCK,Minor Diagnostic
8948,PACEMAKER VOLT THRESHOLD,Minor Diagnostic
8949,PACEMAKER SLEW RATE CHCK (Begin 2004 End 1992),Minor Diagnostic
8950,AMBU CARDIAC MONITORING (Begin 1991),Minor Diagnostic
8951,RHYTHM ELECTROCARDIOGRAM,Minor Diagnostic
8952,ELECTROCARDIOGRAM,Minor Diagnostic
8953,VECTORCARDIOGRAM,Minor Diagnostic
8954,ELECTROCARDIOGRAPH MONIT,Minor Diagnostic
8955,PHONOCARDIOGRAM,Minor Diagnostic
8956,CAROTID PULSE TRACING,Minor Diagnostic
8957,APEXCARDIOGRAM,Minor Diagnostic
8958,PLETHYSMOGRAM,Minor Diagnostic
8959,NONOP CARDIAC/VASC EXAM,Minor Diagnostic
8960,CONT INTRAART BLD GAS MEAS (Begin 2002),Minor Diagnostic
8961,ARTERIAL PRESSURE MONIT,Minor Diagnostic
8962,CVP MONITORING,Minor Diagnostic
8963,PULMON ART PRESS MONITOR,Minor Diagnostic
8964,PULMON ART WEDGE MONITOR,Minor Diagnostic
8965,ARTERIAL BLD GAS MEASURE,Minor Diagnostic
8966,MIX VENOUS BLD GAS MEAS,Minor Diagnostic
8967,OXYGEN CONSUMPTION MONIT,Minor Diagnostic
8968,MON CAR OUTPUT (DIL TECH) (Begin 1980),Minor Diagnostic
8969,CORONARY BLD FLOW MONIT,Minor Diagnostic
897 ,GENERAL PHYSICAL EXAM,Minor Diagnostic
898 ,AUTOPSY,Minor Diagnostic
9001,BACT SMEARNERVOUS SYST,Minor Diagnostic
9002,CULTURENERVOUS SYST,Minor Diagnostic
9003,C & SNERVOUS SYST,Minor Diagnostic
9004,PARASITOLOGYNERV SYST,Minor Diagnostic
9005,TOXICOLOGYNERVOUS SYST,Minor Diagnostic
9006,CELL BLK/PAPNERVOUS SYS,Minor Diagnostic
9009,MICRO EXAMNERVOUS NEC,Minor Diagnostic
9011,BACT SMEARENDOCRINE,Minor Diagnostic
9012,CULTUREENDOCRINE,Minor Diagnostic
9013,C & SENDOCRINE,Minor Diagnostic
9014,PARASITOLOGYENDOCRINE,Minor Diagnostic
9015,TOXICOLOGYENDOCRINE,Minor Diagnostic
9016,CELL BLOCK/PAPENDOCRINE,Minor Diagnostic
9019,MICRO EXAMENDOCRINE NEC,Minor Diagnostic
9021,BACT SMEAREYE,Minor Diagnostic
9022,CULTUREEYE,Minor Diagnostic
9023,C & SEYE,Minor Diagnostic
9024,PARASITOLOGYEYE,Minor Diagnostic
9025,TOXICOLOGYEYE,Minor Diagnostic
9026,CELL BLOCK/PAPEYE,Minor Diagnostic
9029,MICRO EXAMEYE NEC,Minor Diagnostic
9031,BACT SMEARENT/LARYNX,Minor Diagnostic
9032,CULTUREENT/LARYNX,Minor Diagnostic
9033,C & SENT/LARYNX,Minor Diagnostic
9034,PARASITOLOGYENT/LARYNX,Minor Diagnostic
9035,TOXICOLOGYENT/LARYNX,Minor Diagnostic
9036,CELL BLOCK/PAPENT/LARYN,Minor Diagnostic
9039,MICRO EXAMENT/LARYN NEC,Minor Diagnostic
9041,BACT SMEARLOWER RESP,Minor Diagnostic
9042,CULTURELOWER RESP,Minor Diagnostic
9043,C & SLOWER RESP,Minor Diagnostic
9044,PARASITOLOGYLOWER RESP,Minor Diagnostic
9045,TOXICOLOGYLOWER RESP,Minor Diagnostic
9046,CELL BLOCK/PAPLOWR RESP,Minor Diagnostic
9049,MICRO EXAMLOWR RESP NEC,Minor Diagnostic
9051,BACT SMEARBLOOD,Minor Diagnostic
9052,CULTUREBLOOD,Minor Diagnostic
